responden_id,status_hubungan,lama_hubungan_tahun,punya_anak,rencana_masa_depan_bersama,ketergantungan_emosional
581,menikah,5.6,tidak,jelas,tinggi
582,menikah,4.5,iya,tidak_jelas,tinggi
583,menikah,4.6,tidak,jelas,rendah
584,menikah,3.3,iya,tidak_jelas,rendah
585,menikah,6.9,iya,jelas,tinggi
586,pacaran,1.0,iya,jelas,tinggi
587,menikah,5.6,iya,tidak_jelas,rendah
588,menikah,6.0,tidak,jelas,rendah
589,pacaran,3.4,tidak,jelas,rendah
590,menikah,1.1,iya,tidak_jelas,tinggi
591,menikah,4.8,iya,jelas,rendah
592,pacaran,6.4,tidak,jelas,rendah
593,menikah,7.5,tidak,jelas,tinggi
594,pacaran,5.3,tidak,jelas,tinggi
595,pacaran,2.8,tidak,jelas,rendah
596,pacaran,5.4,tidak,jelas,tinggi
597,menikah,5.0,iya,tidak_jelas,rendah
598,menikah,4.6,iya,tidak_jelas,tinggi
599,pacaran,2.2,iya,jelas,tinggi
600,menikah,5.2,tidak,jelas,rendah
601,pacaran,4.9,iya,jelas,tinggi
602,menikah,8.9,tidak,tidak_jelas,rendah
603,pacaran,4.2,tidak,jelas,tinggi
604,pacaran,7.4,iya,tidak_jelas,tinggi
605,menikah,6.8,iya,jelas,tinggi
606,menikah,4.1,iya,tidak_jelas,tinggi
607,menikah,6.5,tidak,jelas,rendah
608,menikah,2.4,tidak,jelas,rendah
609,pacaran,3.6,tidak,tidak_jelas,rendah
610,menikah,2.9,iya,jelas,tinggi
611,pacaran,3.7,tidak,tidak_jelas,tinggi
612,pacaran,0.5,tidak,jelas,tinggi
613,menikah,7.6,tidak,tidak_jelas,tinggi
614,menikah,3.4,tidak,tidak_jelas,tinggi
615,menikah,5.6,tidak,jelas,rendah
616,menikah,4.5,iya,jelas,tinggi
617,menikah,3.5,tidak,jelas,rendah
618,menikah,1.4,iya,tidak_jelas,rendah
619,pacaran,2.2,tidak,jelas,tinggi
620,pacaran,3.5,iya,tidak_jelas,rendah
621,menikah,3.1,tidak,jelas,rendah
622,menikah,2.1,iya,jelas,tinggi
623,pacaran,2.6,tidak,jelas,tinggi
624,pacaran,4.9,iya,jelas,rendah
625,pacaran,5.8,tidak,tidak_jelas,tinggi
626,pacaran,1.7,tidak,jelas,tinggi
627,pacaran,2.2,tidak,tidak_jelas,tinggi
628,pacaran,4.4,iya,jelas,tinggi
629,menikah,3.7,tidak,tidak_jelas,rendah
630,menikah,3.3,tidak,jelas,tinggi
631,menikah,5.8,tidak,jelas,rendah
632,menikah,4.4,tidak,jelas,tinggi
633,menikah,0.8,tidak,jelas,tinggi
634,menikah,2.4,tidak,jelas,tinggi
635,pacaran,0.7,tidak,tidak_jelas,tinggi
636,pacaran,3.6,tidak,tidak_jelas,tinggi
637,pacaran,1.3,tidak,tidak_jelas,tinggi
638,menikah,0.5,iya,jelas,rendah
639,pacaran,0.5,tidak,jelas,rendah
640,pacaran,8.0,tidak,tidak_jelas,rendah
641,menikah,1.3,iya,jelas,rendah
642,menikah,3.4,iya,jelas,rendah
643,pacaran,4.1,tidak,jelas,tinggi
644,menikah,4.2,tidak,jelas,tinggi
645,menikah,5.2,tidak,jelas,rendah
646,pacaran,3.9,tidak,tidak_jelas,tinggi
647,pacaran,3.1,iya,tidak_jelas,rendah
648,pacaran,4.4,iya,jelas,tinggi
649,menikah,4.4,tidak,jelas,rendah
650,menikah,4.1,tidak,jelas,rendah
651,pacaran,5.3,iya,jelas,tinggi
652,pacaran,2.7,iya,jelas,tinggi
653,pacaran,3.6,iya,tidak_jelas,tinggi
654,pacaran,1.3,tidak,jelas,tinggi
655,pacaran,3.5,iya,jelas,tinggi
656,pacaran,2.7,iya,jelas,tinggi
657,pacaran,6.1,tidak,jelas,rendah
658,pacaran,1.1,tidak,jelas,rendah
659,pacaran,3.0,tidak,jelas,tinggi
660,menikah,3.0,tidak,jelas,rendah
661,pacaran,5.3,iya,jelas,rendah
662,pacaran,1.4,tidak,jelas,rendah
663,menikah,4.0,tidak,jelas,tinggi
664,pacaran,4.2,tidak,jelas,tinggi
665,pacaran,5.8,tidak,jelas,rendah
666,pacaran,2.3,iya,jelas,rendah
667,pacaran,1.4,tidak,jelas,rendah
668,menikah,5.0,tidak,tidak_jelas,rendah
669,pacaran,1.2,iya,jelas,rendah
670,pacaran,3.0,tidak,jelas,tinggi
671,menikah,3.5,tidak,tidak_jelas,rendah
672,pacaran,5.2,tidak,tidak_jelas,rendah
673,menikah,0.9,tidak,jelas,tinggi
674,menikah,3.4,tidak,tidak_jelas,tinggi
675,menikah,4.1,tidak,jelas,rendah
676,pacaran,2.3,tidak,jelas,rendah
677,menikah,3.3,tidak,jelas,tinggi
678,menikah,5.8,tidak,tidak_jelas,rendah
679,menikah,3.0,iya,jelas,tinggi
680,menikah,3.3,tidak,jelas,tinggi
681,pacaran,5.8,tidak,jelas,rendah
682,pacaran,3.6,iya,tidak_jelas,tinggi
683,menikah,6.7,iya,jelas,tinggi
684,pacaran,0.7,tidak,jelas,tinggi
685,menikah,3.5,tidak,tidak_jelas,tinggi
686,pacaran,5.6,tidak,jelas,rendah
687,menikah,2.6,tidak,tidak_jelas,tinggi
688,pacaran,3.5,iya,tidak_jelas,tinggi
689,pacaran,6.5,tidak,jelas,tinggi
690,menikah,2.5,tidak,jelas,tinggi
691,pacaran,5.0,iya,jelas,tinggi
692,menikah,5.5,tidak,jelas,tinggi
693,menikah,4.2,iya,tidak_jelas,tinggi
694,pacaran,4.1,tidak,jelas,rendah
695,pacaran,2.0,tidak,tidak_jelas,rendah
696,pacaran,5.5,tidak,tidak_jelas,tinggi
697,menikah,1.5,tidak,jelas,rendah
698,menikah,4.8,tidak,jelas,rendah
699,pacaran,3.0,iya,tidak_jelas,rendah
700,pacaran,3.2,tidak,jelas,tinggi
701,pacaran,3.6,tidak,jelas,tinggi
702,pacaran,5.0,tidak,jelas,rendah
703,menikah,7.1,iya,jelas,tinggi
704,pacaran,4.2,tidak,jelas,tinggi
705,pacaran,2.6,iya,jelas,rendah
706,menikah,1.1,tidak,jelas,tinggi
707,menikah,6.3,iya,jelas,rendah
708,pacaran,4.4,tidak,tidak_jelas,tinggi
709,pacaran,3.5,tidak,jelas,rendah
710,menikah,4.1,tidak,jelas,rendah
711,menikah,5.5,tidak,tidak_jelas,tinggi
712,pacaran,3.2,tidak,jelas,rendah
713,pacaran,2.7,iya,tidak_jelas,tinggi
714,menikah,1.4,iya,jelas,tinggi
715,pacaran,1.8,iya,tidak_jelas,tinggi
716,pacaran,3.3,tidak,jelas,tinggi
717,menikah,6.1,tidak,jelas,rendah
718,menikah,3.0,tidak,jelas,tinggi
719,menikah,4.5,iya,jelas,tinggi
720,menikah,6.2,iya,jelas,tinggi
721,menikah,4.8,iya,jelas,tinggi
722,pacaran,7.9,tidak,jelas,rendah
723,menikah,4.1,tidak,tidak_jelas,rendah
724,menikah,3.7,iya,jelas,tinggi
725,menikah,3.2,iya,tidak_jelas,rendah
726,menikah,8.0,tidak,jelas,rendah
727,menikah,6.4,tidak,tidak_jelas,tinggi
728,pacaran,1.1,tidak,tidak_jelas,rendah
729,menikah,8.2,tidak,jelas,rendah
730,pacaran,5.0,tidak,jelas,rendah
731,pacaran,4.3,iya,jelas,tinggi
732,menikah,5.0,tidak,jelas,tinggi
733,pacaran,2.1,iya,jelas,rendah
734,menikah,4.4,tidak,jelas,rendah
735,pacaran,3.4,iya,tidak_jelas,rendah
736,menikah,3.3,tidak,tidak_jelas,tinggi
737,menikah,5.9,iya,jelas,rendah
738,pacaran,3.5,tidak,jelas,tinggi
739,pacaran,4.2,tidak,jelas,tinggi
740,pacaran,4.7,iya,tidak_jelas,rendah
741,menikah,5.9,iya,jelas,tinggi
742,pacaran,6.5,tidak,tidak_jelas,tinggi
743,pacaran,4.0,tidak,jelas,tinggi
744,pacaran,3.2,tidak,jelas,tinggi
745,menikah,7.8,iya,tidak_jelas,tinggi
746,pacaran,0.5,tidak,jelas,tinggi
747,menikah,5.7,tidak,jelas,rendah
748,pacaran,3.7,tidak,jelas,rendah
749,pacaran,5.1,iya,jelas,tinggi
750,pacaran,4.1,iya,tidak_jelas,rendah
751,menikah,6.6,tidak,jelas,rendah
752,menikah,4.8,tidak,jelas,tinggi
753,pacaran,1.2,tidak,jelas,tinggi
754,menikah,1.1,tidak,jelas,tinggi
755,pacaran,3.6,tidak,tidak_jelas,tinggi
756,pacaran,5.2,tidak,tidak_jelas,tinggi
757,pacaran,6.6,tidak,jelas,tinggi
758,pacaran,2.7,iya,tidak_jelas,tinggi
759,pacaran,0.5,tidak,tidak_jelas,tinggi
760,menikah,4.9,tidak,jelas,rendah
761,pacaran,4.1,tidak,tidak_jelas,tinggi
762,menikah,4.3,iya,tidak_jelas,tinggi
763,pacaran,1.8,tidak,tidak_jelas,tinggi
764,pacaran,6.4,tidak,jelas,rendah
765,pacaran,2.4,tidak,jelas,rendah
766,menikah,4.6,tidak,tidak_jelas,tinggi
767,menikah,4.6,tidak,jelas,tinggi
768,menikah,5.1,iya,tidak_jelas,tinggi
769,pacaran,2.5,iya,tidak_jelas,rendah
770,pacaran,2.2,iya,tidak_jelas,rendah
771,menikah,5.7,iya,tidak_jelas,rendah
772,menikah,5.1,tidak,tidak_jelas,rendah
773,menikah,4.7,tidak,jelas,rendah
774,menikah,6.3,tidak,jelas,tinggi
775,menikah,4.7,iya,jelas,rendah
776,menikah,3.3,tidak,tidak_jelas,tinggi
777,menikah,5.0,tidak,jelas,tinggi
778,menikah,4.9,tidak,jelas,rendah
779,menikah,5.0,iya,tidak_jelas,tinggi
780,menikah,2.2,tidak,tidak_jelas,tinggi
781,pacaran,2.0,tidak,jelas,rendah
782,menikah,5.8,iya,jelas,tinggi
783,pacaran,3.7,tidak,jelas,rendah
784,menikah,0.5,tidak,tidak_jelas,tinggi
785,menikah,1.3,tidak,jelas,rendah
786,pacaran,1.4,iya,jelas,tinggi
787,pacaran,6.1,tidak,jelas,tinggi
788,menikah,3.9,iya,tidak_jelas,tinggi
789,pacaran,4.1,tidak,jelas,rendah
790,menikah,3.3,iya,jelas,rendah
791,menikah,1.9,iya,jelas,rendah
792,pacaran,5.5,iya,jelas,tinggi
793,pacaran,5.3,tidak,tidak_jelas,rendah
794,pacaran,2.6,tidak,jelas,rendah
795,pacaran,6.8,tidak,tidak_jelas,rendah
796,menikah,5.5,tidak,jelas,rendah
797,menikah,2.3,iya,jelas,tinggi
798,pacaran,3.4,tidak,jelas,rendah
799,pacaran,3.3,iya,jelas,tinggi
800,pacaran,4.6,iya,jelas,tinggi
801,menikah,1.1,iya,tidak_jelas,rendah
802,menikah,2.6,iya,jelas,rendah
803,pacaran,5.6,tidak,tidak_jelas,tinggi
804,menikah,0.8,tidak,jelas,rendah
805,menikah,3.6,tidak,jelas,rendah
806,menikah,1.5,tidak,jelas,rendah
807,pacaran,5.8,tidak,jelas,tinggi
808,menikah,4.7,tidak,jelas,rendah
809,menikah,1.1,tidak,tidak_jelas,tinggi
810,pacaran,1.9,tidak,tidak_jelas,rendah
811,menikah,4.0,iya,tidak_jelas,tinggi
812,menikah,0.5,tidak,jelas,tinggi
813,menikah,1.8,iya,jelas,tinggi
814,pacaran,2.4,tidak,jelas,rendah
815,pacaran,6.6,tidak,jelas,rendah
816,menikah,2.8,tidak,tidak_jelas,tinggi
817,pacaran,5.3,iya,jelas,tinggi
818,menikah,3.1,tidak,jelas,tinggi
819,pacaran,5.5,iya,jelas,rendah
820,pacaran,0.9,iya,jelas,tinggi
821,menikah,2.6,tidak,jelas,tinggi
822,pacaran,3.8,tidak,jelas,rendah
823,menikah,4.4,tidak,jelas,tinggi
824,menikah,4.6,tidak,jelas,tinggi
825,menikah,4.4,tidak,tidak_jelas,rendah
826,menikah,5.0,tidak,tidak_jelas,tinggi
827,pacaran,4.0,tidak,jelas,tinggi
828,menikah,4.3,iya,jelas,rendah
829,pacaran,2.0,tidak,jelas,rendah
830,menikah,0.8,iya,jelas,rendah
831,menikah,1.8,iya,jelas,rendah
832,menikah,0.6,tidak,jelas,tinggi
833,pacaran,4.4,tidak,jelas,tinggi
834,pacaran,5.9,iya,jelas,rendah
835,menikah,2.1,tidak,jelas,tinggi
836,pacaran,6.0,tidak,tidak_jelas,tinggi
837,menikah,4.9,iya,tidak_jelas,rendah
838,menikah,2.9,tidak,tidak_jelas,tinggi
839,menikah,3.3,iya,jelas,tinggi
840,pacaran,6.2,tidak,jelas,tinggi
841,menikah,0.5,tidak,jelas,tinggi
842,pacaran,6.2,tidak,tidak_jelas,tinggi
843,menikah,5.8,iya,tidak_jelas,rendah
844,pacaran,2.8,tidak,jelas,rendah
845,menikah,3.8,iya,tidak_jelas,rendah
846,pacaran,7.3,tidak,jelas,rendah
847,pacaran,1.4,iya,jelas,rendah
848,menikah,3.6,tidak,jelas,tinggi
849,pacaran,5.3,tidak,jelas,tinggi
850,pacaran,4.4,tidak,jelas,rendah
851,menikah,4.1,iya,jelas,tinggi
852,pacaran,7.6,iya,jelas,rendah
853,pacaran,1.8,iya,jelas,rendah
854,pacaran,1.9,tidak,jelas,tinggi
855,pacaran,0.5,iya,jelas,rendah
856,menikah,1.8,tidak,jelas,rendah
857,pacaran,2.7,tidak,jelas,tinggi
858,pacaran,4.6,tidak,jelas,tinggi
859,menikah,5.9,iya,jelas,tinggi
860,menikah,2.1,iya,tidak_jelas,tinggi
861,pacaran,3.7,tidak,tidak_jelas,tinggi
862,menikah,6.8,iya,tidak_jelas,rendah
863,pacaran,3.6,iya,jelas,rendah
864,menikah,5.0,iya,jelas,rendah
865,pacaran,6.2,iya,jelas,rendah
866,menikah,2.1,tidak,jelas,tinggi
867,menikah,1.7,tidak,jelas,tinggi
868,pacaran,7.2,iya,jelas,rendah
869,pacaran,5.2,tidak,jelas,tinggi
870,pacaran,1.3,tidak,jelas,rendah
871,pacaran,1.9,tidak,jelas,tinggi
872,menikah,3.6,tidak,tidak_jelas,rendah
873,pacaran,6.8,iya,tidak_jelas,rendah
874,menikah,6.0,iya,jelas,tinggi
875,pacaran,6.1,iya,jelas,tinggi
876,pacaran,3.1,iya,jelas,rendah
877,pacaran,4.0,iya,jelas,tinggi
878,pacaran,2.4,iya,tidak_jelas,tinggi
879,pacaran,3.2,tidak,jelas,rendah
880,menikah,1.8,tidak,tidak_jelas,tinggi
881,menikah,2.3,tidak,jelas,rendah
882,pacaran,2.5,tidak,tidak_jelas,rendah
883,pacaran,3.7,iya,jelas,tinggi
884,pacaran,4.8,iya,jelas,rendah
885,menikah,7.3,iya,jelas,tinggi
886,menikah,3.3,tidak,jelas,rendah
887,menikah,5.2,tidak,jelas,rendah
888,pacaran,3.6,tidak,tidak_jelas,tinggi
889,pacaran,5.9,tidak,jelas,rendah
890,pacaran,1.5,iya,jelas,tinggi
891,menikah,2.9,tidak,jelas,tinggi
892,menikah,5.3,tidak,jelas,rendah
893,pacaran,5.2,tidak,jelas,tinggi
894,menikah,5.2,tidak,jelas,rendah
895,pacaran,6.8,tidak,tidak_jelas,tinggi
896,menikah,0.5,tidak,jelas,tinggi
897,menikah,1.5,tidak,jelas,rendah
898,pacaran,5.1,iya,jelas,tinggi
899,menikah,5.6,iya,jelas,tinggi
900,pacaran,5.3,tidak,tidak_jelas,tinggi
901,menikah,9.4,tidak,tidak_jelas,rendah
902,pacaran,2.2,tidak,jelas,tinggi
903,pacaran,4.7,tidak,tidak_jelas,tinggi
904,pacaran,3.9,tidak,jelas,tinggi
905,menikah,5.2,tidak,jelas,tinggi
906,pacaran,4.8,tidak,jelas,tinggi
907,pacaran,3.0,tidak,jelas,tinggi
908,pacaran,4.8,tidak,jelas,tinggi
909,pacaran,4.2,tidak,tidak_jelas,tinggi
910,menikah,4.3,tidak,jelas,rendah
911,menikah,6.3,iya,tidak_jelas,tinggi
912,menikah,9.0,tidak,tidak_jelas,rendah
913,menikah,0.5,tidak,jelas,rendah
914,pacaran,6.6,tidak,tidak_jelas,rendah
915,pacaran,5.3,tidak,tidak_jelas,tinggi
916,pacaran,2.5,iya,jelas,tinggi
917,menikah,3.3,iya,tidak_jelas,rendah
918,pacaran,5.8,tidak,tidak_jelas,tinggi
919,menikah,4.1,tidak,tidak_jelas,rendah
920,menikah,3.9,iya,tidak_jelas,rendah
921,pacaran,2.6,tidak,jelas,tinggi
922,menikah,2.5,tidak,tidak_jelas,tinggi
923,pacaran,2.1,tidak,tidak_jelas,tinggi
924,pacaran,3.0,tidak,tidak_jelas,rendah
925,pacaran,3.7,tidak,tidak_jelas,tinggi
926,pacaran,4.7,tidak,tidak_jelas,tinggi
927,pacaran,2.4,iya,jelas,tinggi
928,menikah,5.5,iya,jelas,tinggi
929,menikah,2.2,iya,jelas,rendah
930,menikah,5.5,tidak,jelas,rendah
931,pacaran,2.3,iya,jelas,rendah
932,pacaran,8.0,tidak,tidak_jelas,tinggi
933,pacaran,5.3,tidak,jelas,tinggi
934,menikah,5.7,tidak,jelas,rendah
935,pacaran,3.7,tidak,tidak_jelas,tinggi
936,pacaran,5.2,iya,jelas,rendah
937,pacaran,1.5,tidak,jelas,tinggi
938,menikah,2.0,iya,jelas,rendah
939,pacaran,3.4,iya,jelas,tinggi
940,menikah,7.0,tidak,jelas,tinggi
941,menikah,6.0,tidak,jelas,tinggi
942,pacaran,0.5,tidak,tidak_jelas,rendah
943,pacaran,2.0,iya,jelas,tinggi
944,pacaran,3.8,tidak,tidak_jelas,rendah
945,pacaran,6.5,tidak,jelas,tinggi
946,pacaran,4.5,tidak,jelas,rendah
947,menikah,0.5,tidak,jelas,rendah
948,menikah,1.7,iya,tidak_jelas,tinggi
949,pacaran,5.4,tidak,jelas,rendah
950,menikah,4.4,iya,jelas,tinggi
951,menikah,4.3,tidak,jelas,rendah
952,menikah,6.2,tidak,jelas,tinggi
953,menikah,3.3,tidak,jelas,tinggi
954,pacaran,5.4,tidak,jelas,tinggi
955,pacaran,7.3,tidak,jelas,rendah
956,pacaran,4.4,iya,jelas,tinggi
957,menikah,2.2,tidak,jelas,tinggi
958,pacaran,3.1,tidak,tidak_jelas,rendah
959,menikah,2.2,tidak,tidak_jelas,rendah
960,pacaran,0.5,tidak,jelas,tinggi
961,pacaran,2.4,iya,tidak_jelas,rendah
962,pacaran,5.3,tidak,tidak_jelas,tinggi
963,pacaran,4.0,iya,jelas,tinggi
964,pacaran,6.7,tidak,jelas,rendah
965,menikah,4.3,iya,jelas,tinggi
966,pacaran,5.8,tidak,jelas,rendah
967,menikah,0.5,tidak,jelas,rendah
968,menikah,3.1,tidak,tidak_jelas,tinggi
969,menikah,3.5,tidak,jelas,tinggi
970,pacaran,2.3,iya,tidak_jelas,rendah
971,pacaran,7.1,tidak,jelas,tinggi
972,pacaran,0.5,iya,tidak_jelas,rendah
973,pacaran,3.8,tidak,jelas,rendah
974,pacaran,6.3,iya,jelas,tinggi
975,menikah,5.5,tidak,tidak_jelas,tinggi
976,menikah,3.2,tidak,tidak_jelas,rendah
977,menikah,2.2,tidak,jelas,tinggi
978,menikah,6.2,tidak,jelas,rendah
979,pacaran,3.0,tidak,jelas,tinggi
980,menikah,2.3,tidak,jelas,rendah
981,pacaran,6.0,tidak,jelas,rendah
982,menikah,4.6,tidak,jelas,tinggi
983,pacaran,3.3,iya,tidak_jelas,tinggi
984,menikah,4.7,iya,jelas,rendah
985,pacaran,4.9,tidak,jelas,tinggi
986,menikah,3.9,tidak,jelas,rendah
987,pacaran,4.3,iya,tidak_jelas,rendah
988,pacaran,0.5,tidak,tidak_jelas,tinggi
989,pacaran,3.8,iya,tidak_jelas,rendah
990,menikah,2.7,tidak,jelas,tinggi
991,pacaran,2.4,iya,tidak_jelas,tinggi
992,pacaran,2.6,tidak,jelas,rendah
993,pacaran,3.0,tidak,jelas,rendah
994,menikah,3.4,tidak,jelas,tinggi
995,pacaran,4.3,tidak,jelas,tinggi
996,menikah,2.5,iya,jelas,tinggi
997,menikah,5.0,tidak,tidak_jelas,rendah
998,menikah,5.5,tidak,jelas,tinggi
999,pacaran,5.5,iya,jelas,rendah
1000,pacaran,5.9,tidak,jelas,rendah
1001,pacaran,2.9,tidak,jelas,tinggi
1002,menikah,3.5,tidak,jelas,tinggi
1003,pacaran,4.5,tidak,tidak_jelas,rendah
1004,pacaran,3.2,tidak,jelas,tinggi
1005,pacaran,1.7,tidak,jelas,tinggi
1006,menikah,3.0,iya,jelas,rendah
1007,menikah,7.3,iya,tidak_jelas,rendah
1008,menikah,2.5,tidak,jelas,tinggi
1009,menikah,2.4,tidak,jelas,tinggi
1010,menikah,2.9,tidak,jelas,tinggi
1011,pacaran,5.1,tidak,jelas,tinggi
1012,menikah,4.7,tidak,jelas,tinggi
1013,pacaran,5.4,iya,jelas,tinggi
1014,pacaran,9.1,iya,jelas,tinggi
1015,menikah,5.6,tidak,tidak_jelas,rendah
1016,pacaran,5.8,tidak,tidak_jelas,tinggi
1017,pacaran,9.7,tidak,jelas,tinggi
1018,menikah,5.0,tidak,tidak_jelas,tinggi
1019,menikah,3.2,tidak,jelas,tinggi
1020,menikah,3.4,tidak,jelas,rendah
1021,pacaran,6.1,tidak,tidak_jelas,rendah
1022,pacaran,1.5,tidak,tidak_jelas,rendah
1023,pacaran,0.5,tidak,jelas,rendah
1024,pacaran,2.4,iya,jelas,tinggi
1025,pacaran,5.6,tidak,jelas,tinggi
1026,pacaran,5.2,iya,jelas,rendah
1027,pacaran,3.7,iya,jelas,tinggi
1028,pacaran,6.1,iya,jelas,tinggi
1029,pacaran,5.2,iya,jelas,tinggi
1030,menikah,4.7,iya,tidak_jelas,rendah
1031,menikah,4.0,tidak,jelas,tinggi
1032,pacaran,5.8,tidak,jelas,rendah
1033,menikah,5.5,tidak,jelas,rendah
1034,pacaran,3.5,tidak,jelas,rendah
1035,menikah,5.6,tidak,jelas,tinggi
1036,pacaran,2.7,iya,jelas,tinggi
1037,menikah,4.5,tidak,jelas,rendah
1038,pacaran,4.8,iya,jelas,tinggi
1039,menikah,3.3,iya,jelas,rendah
1040,menikah,4.3,tidak,jelas,tinggi
1041,pacaran,5.2,tidak,jelas,rendah
1042,pacaran,1.8,iya,tidak_jelas,tinggi
1043,pacaran,4.4,tidak,jelas,tinggi
1044,pacaran,8.4,tidak,jelas,tinggi
1045,pacaran,2.3,tidak,tidak_jelas,tinggi
1046,pacaran,6.1,tidak,jelas,rendah
1047,pacaran,3.8,iya,jelas,rendah
1048,pacaran,6.4,tidak,jelas,tinggi
1049,menikah,2.6,tidak,tidak_jelas,rendah
1050,pacaran,4.0,tidak,jelas,tinggi
1051,pacaran,8.4,tidak,jelas,tinggi
1052,pacaran,3.7,tidak,jelas,tinggi
1053,pacaran,5.3,tidak,tidak_jelas,tinggi
1054,pacaran,5.2,iya,jelas,tinggi
1055,pacaran,0.5,tidak,jelas,tinggi
1056,pacaran,4.9,iya,tidak_jelas,tinggi
1057,pacaran,1.5,iya,jelas,rendah
1058,menikah,5.3,iya,jelas,tinggi
1059,menikah,4.2,tidak,jelas,rendah
1060,menikah,1.8,tidak,tidak_jelas,tinggi
1061,pacaran,1.6,iya,jelas,tinggi
1062,pacaran,3.9,tidak,tidak_jelas,tinggi
1063,menikah,9.0,tidak,jelas,rendah
1064,menikah,7.2,iya,jelas,rendah
1065,pacaran,4.7,iya,jelas,rendah
1066,menikah,5.0,tidak,tidak_jelas,tinggi
1067,menikah,5.2,tidak,jelas,tinggi
1068,menikah,2.9,tidak,tidak_jelas,tinggi
1069,pacaran,2.6,iya,jelas,tinggi
1070,pacaran,5.7,tidak,jelas,rendah
1071,pacaran,2.8,iya,jelas,rendah
1072,menikah,6.9,iya,jelas,rendah
1073,menikah,1.3,tidak,jelas,rendah
1074,menikah,2.2,iya,jelas,rendah
1075,menikah,6.8,iya,tidak_jelas,rendah
1076,pacaran,3.4,iya,jelas,tinggi
1077,pacaran,3.8,tidak,jelas,rendah
1078,pacaran,5.3,tidak,jelas,rendah
1079,menikah,6.3,tidak,jelas,tinggi
1080,pacaran,5.2,tidak,jelas,tinggi
1081,menikah,4.6,tidak,jelas,tinggi
1082,pacaran,5.6,tidak,jelas,rendah
1083,menikah,4.8,iya,tidak_jelas,rendah
1084,pacaran,6.2,tidak,jelas,rendah
1085,menikah,9.7,tidak,tidak_jelas,rendah
1086,menikah,5.0,iya,jelas,tinggi
1087,pacaran,2.3,tidak,jelas,tinggi
1088,pacaran,6.1,tidak,tidak_jelas,rendah
1089,menikah,3.7,iya,tidak_jelas,tinggi
1090,pacaran,4.7,tidak,tidak_jelas,tinggi
1091,pacaran,4.7,tidak,jelas,tinggi
1092,pacaran,2.8,tidak,jelas,tinggi
1093,menikah,3.3,tidak,jelas,rendah
1094,menikah,0.5,tidak,jelas,rendah
1095,pacaran,3.8,tidak,tidak_jelas,tinggi
1096,pacaran,5.1,tidak,jelas,tinggi
1097,menikah,4.0,tidak,tidak_jelas,tinggi
1098,pacaran,3.1,iya,tidak_jelas,tinggi
1099,pacaran,4.8,iya,jelas,tinggi
1100,pacaran,2.1,tidak,jelas,tinggi
1101,pacaran,1.9,iya,tidak_jelas,rendah
1102,pacaran,5.1,tidak,tidak_jelas,tinggi
1103,menikah,5.2,tidak,jelas,rendah
1104,menikah,5.0,iya,jelas,tinggi
1105,pacaran,3.4,iya,jelas,rendah
1106,pacaran,6.2,tidak,jelas,rendah
1107,pacaran,1.8,iya,jelas,tinggi
1108,pacaran,3.4,iya,jelas,tinggi
1109,menikah,5.5,tidak,jelas,rendah
1110,pacaran,5.7,tidak,jelas,tinggi
1111,pacaran,2.5,tidak,tidak_jelas,rendah
1112,pacaran,8.3,iya,tidak_jelas,tinggi
1113,pacaran,3.7,tidak,jelas,tinggi
1114,pacaran,4.2,tidak,jelas,rendah
1115,pacaran,6.0,iya,jelas,rendah
1116,menikah,7.1,tidak,jelas,rendah
1117,pacaran,4.1,tidak,tidak_jelas,rendah
1118,menikah,6.3,iya,jelas,tinggi
1119,pacaran,3.1,tidak,jelas,rendah
1120,menikah,7.3,tidak,jelas,rendah
1121,pacaran,4.1,tidak,jelas,rendah
1122,pacaran,4.6,iya,jelas,tinggi
1123,pacaran,3.3,iya,tidak_jelas,tinggi
1124,pacaran,4.4,iya,jelas,tinggi
1125,pacaran,2.5,tidak,tidak_jelas,tinggi
1126,pacaran,3.9,tidak,jelas,rendah
1127,pacaran,4.0,iya,tidak_jelas,rendah
1128,menikah,1.9,tidak,tidak_jelas,tinggi
1129,pacaran,2.9,iya,jelas,rendah
1130,pacaran,0.5,tidak,jelas,tinggi
1131,pacaran,1.5,iya,jelas,rendah
1132,menikah,4.0,iya,jelas,tinggi
1133,menikah,5.9,tidak,tidak_jelas,tinggi
1134,pacaran,3.3,iya,jelas,tinggi
1135,pacaran,3.9,tidak,jelas,tinggi
1136,pacaran,6.3,tidak,tidak_jelas,rendah
1137,menikah,5.7,iya,tidak_jelas,tinggi
1138,pacaran,5.6,tidak,jelas,rendah
1139,menikah,4.2,iya,jelas,rendah
1140,menikah,3.0,tidak,jelas,rendah
1141,menikah,4.8,tidak,tidak_jelas,rendah
1142,menikah,6.6,iya,jelas,tinggi
1143,menikah,7.6,tidak,jelas,tinggi
1144,pacaran,8.8,tidak,jelas,tinggi
1145,pacaran,7.1,iya,jelas,tinggi
1146,menikah,4.1,iya,jelas,tinggi
1147,pacaran,1.6,iya,tidak_jelas,tinggi
1148,menikah,5.2,tidak,jelas,rendah
1149,pacaran,6.2,iya,jelas,tinggi
1150,pacaran,0.5,iya,tidak_jelas,rendah
1151,menikah,1.0,tidak,jelas,tinggi
1152,pacaran,3.1,iya,jelas,rendah
1153,menikah,2.5,tidak,jelas,rendah
1154,menikah,0.8,tidak,jelas,rendah
1155,menikah,4.8,tidak,jelas,tinggi
