responden_id,kepuasan_hubungan,kualitas_komunikasi,merasa_diperhatikan,keintiman_emosional,konflik_berulang
635,rendah,rendah,iya,rendah,sering
636,sedang,sedang,tidak,rendah,jarang
637,sedang,tinggi,iya,tinggi,sering
638,rendah,rendah,iya,rendah,sering
639,sedang,sedang,tidak,sedang,jarang
640,sedang,sedang,iya,rendah,sering
641,rendah,sedang,iya,sedang,jarang
642,sedang,tinggi,iya,sedang,sering
643,rendah,sedang,iya,sedang,sering
644,sedang,sedang,iya,rendah,sering
645,rendah,tinggi,tidak,sedang,jarang
646,tinggi,rendah,iya,sedang,jarang
647,sedang,sedang,iya,tinggi,jarang
648,sedang,sedang,iya,sedang,jarang
649,tinggi,sedang,iya,sedang,sering
650,sedang,tinggi,iya,rendah,sering
651,rendah,tinggi,tidak,rendah,jarang
652,sedang,sedang,iya,rendah,jarang
653,sedang,tinggi,tidak,rendah,jarang
654,tinggi,rendah,tidak,rendah,jarang
655,sedang,rendah,tidak,sedang,jarang
656,rendah,sedang,iya,sedang,jarang
657,sedang,sedang,tidak,tinggi,sering
658,sedang,sedang,tidak,rendah,jarang
659,sedang,sedang,tidak,sedang,jarang
660,sedang,tinggi,tidak,tinggi,sering
661,sedang,sedang,iya,sedang,jarang
662,tinggi,sedang,iya,rendah,sering
663,sedang,rendah,tidak,rendah,sering
664,rendah,rendah,iya,rendah,sering
665,rendah,sedang,iya,sedang,jarang
666,rendah,sedang,iya,tinggi,jarang
667,rendah,tinggi,tidak,rendah,sering
668,rendah,rendah,iya,rendah,sering
669,rendah,rendah,tidak,tinggi,jarang
670,sedang,sedang,tidak,tinggi,jarang
671,rendah,sedang,tidak,sedang,jarang
672,tinggi,rendah,iya,sedang,jarang
673,rendah,tinggi,tidak,sedang,jarang
674,sedang,rendah,tidak,rendah,jarang
675,sedang,sedang,tidak,sedang,jarang
676,tinggi,sedang,iya,sedang,sering
677,rendah,rendah,iya,tinggi,jarang
678,sedang,sedang,tidak,rendah,sering
679,tinggi,tinggi,iya,sedang,sering
680,tinggi,sedang,iya,sedang,jarang
681,tinggi,tinggi,iya,sedang,sering
682,sedang,rendah,tidak,rendah,sering
683,rendah,tinggi,iya,sedang,jarang
684,sedang,sedang,tidak,tinggi,jarang
685,tinggi,tinggi,iya,sedang,jarang
686,sedang,sedang,tidak,sedang,sering
687,sedang,tinggi,iya,rendah,sering
688,sedang,sedang,iya,rendah,jarang
689,tinggi,rendah,iya,sedang,sering
690,rendah,rendah,tidak,tinggi,jarang
691,sedang,tinggi,iya,tinggi,jarang
692,sedang,sedang,tidak,sedang,sering
693,sedang,tinggi,iya,sedang,jarang
694,rendah,sedang,iya,tinggi,sering
695,rendah,sedang,iya,sedang,sering
696,sedang,rendah,iya,sedang,sering
697,sedang,tinggi,iya,rendah,jarang
698,sedang,tinggi,iya,tinggi,sering
699,rendah,tinggi,iya,sedang,sering
700,sedang,sedang,tidak,tinggi,jarang
701,sedang,sedang,iya,tinggi,jarang
702,rendah,tinggi,iya,rendah,jarang
703,sedang,sedang,iya,tinggi,sering
704,rendah,tinggi,tidak,tinggi,sering
705,rendah,tinggi,iya,sedang,jarang
706,tinggi,tinggi,iya,rendah,sering
707,sedang,tinggi,iya,rendah,jarang
708,tinggi,sedang,iya,sedang,sering
709,sedang,sedang,iya,sedang,jarang
710,sedang,tinggi,iya,sedang,jarang
711,tinggi,rendah,tidak,rendah,jarang
712,sedang,tinggi,tidak,tinggi,jarang
713,sedang,tinggi,iya,rendah,sering
714,sedang,sedang,iya,rendah,jarang
715,sedang,tinggi,iya,sedang,jarang
716,tinggi,sedang,iya,sedang,jarang
717,tinggi,sedang,tidak,rendah,jarang
718,tinggi,rendah,iya,rendah,sering
719,rendah,sedang,tidak,rendah,sering
720,tinggi,sedang,tidak,tinggi,jarang
721,tinggi,sedang,iya,tinggi,jarang
722,rendah,tinggi,tidak,sedang,jarang
723,rendah,tinggi,iya,tinggi,sering
724,tinggi,rendah,iya,tinggi,sering
725,sedang,sedang,iya,rendah,sering
726,tinggi,tinggi,tidak,tinggi,sering
727,rendah,rendah,tidak,tinggi,sering
728,tinggi,rendah,tidak,rendah,sering
729,rendah,rendah,iya,rendah,jarang
730,rendah,sedang,iya,rendah,jarang
731,rendah,rendah,iya,rendah,jarang
732,tinggi,tinggi,tidak,tinggi,jarang
733,sedang,sedang,iya,sedang,sering
734,sedang,sedang,tidak,tinggi,jarang
735,sedang,sedang,tidak,tinggi,jarang
736,tinggi,sedang,iya,sedang,jarang
737,sedang,tinggi,iya,sedang,jarang
738,tinggi,tinggi,tidak,rendah,jarang
739,sedang,tinggi,tidak,sedang,sering
740,sedang,sedang,iya,sedang,sering
741,sedang,tinggi,tidak,rendah,sering
742,sedang,tinggi,tidak,rendah,jarang
743,tinggi,tinggi,iya,tinggi,jarang
744,sedang,rendah,iya,sedang,jarang
745,rendah,rendah,iya,rendah,sering
746,tinggi,sedang,iya,sedang,jarang
747,sedang,tinggi,iya,tinggi,jarang
748,sedang,sedang,tidak,sedang,sering
749,tinggi,sedang,iya,rendah,jarang
750,sedang,tinggi,iya,tinggi,jarang
751,rendah,tinggi,tidak,sedang,jarang
752,tinggi,tinggi,iya,rendah,jarang
753,sedang,sedang,tidak,sedang,jarang
754,sedang,tinggi,tidak,tinggi,jarang
755,rendah,sedang,tidak,rendah,sering
756,tinggi,rendah,iya,rendah,sering
757,sedang,rendah,iya,rendah,jarang
758,sedang,sedang,iya,tinggi,sering
759,tinggi,sedang,iya,rendah,jarang
760,tinggi,tinggi,tidak,sedang,jarang
761,rendah,rendah,tidak,tinggi,jarang
762,sedang,tinggi,tidak,rendah,sering
763,rendah,sedang,tidak,tinggi,jarang
764,tinggi,sedang,tidak,tinggi,sering
765,rendah,sedang,iya,tinggi,sering
766,sedang,sedang,iya,rendah,jarang
767,tinggi,sedang,iya,sedang,sering
768,tinggi,sedang,tidak,tinggi,sering
769,sedang,rendah,iya,tinggi,jarang
770,tinggi,rendah,tidak,rendah,jarang
771,rendah,sedang,tidak,tinggi,sering
772,tinggi,tinggi,iya,sedang,sering
773,rendah,sedang,iya,rendah,jarang
774,sedang,tinggi,tidak,sedang,jarang
775,tinggi,tinggi,iya,tinggi,jarang
776,rendah,tinggi,tidak,sedang,jarang
777,rendah,tinggi,iya,sedang,jarang
778,tinggi,sedang,iya,tinggi,sering
779,tinggi,tinggi,iya,sedang,sering
780,sedang,tinggi,tidak,sedang,jarang
781,sedang,sedang,iya,sedang,sering
782,sedang,sedang,iya,sedang,sering
783,sedang,rendah,iya,sedang,jarang
784,sedang,tinggi,tidak,tinggi,jarang
785,rendah,tinggi,iya,sedang,jarang
786,tinggi,rendah,iya,tinggi,sering
787,sedang,sedang,iya,rendah,jarang
788,sedang,sedang,iya,rendah,sering
789,sedang,rendah,iya,sedang,jarang
790,tinggi,tinggi,iya,rendah,jarang
791,rendah,sedang,iya,rendah,jarang
792,sedang,rendah,tidak,sedang,jarang
793,sedang,sedang,iya,rendah,sering
794,sedang,tinggi,tidak,rendah,sering
795,rendah,rendah,iya,sedang,jarang
796,tinggi,tinggi,tidak,sedang,sering
797,tinggi,sedang,iya,tinggi,sering
798,sedang,rendah,tidak,sedang,jarang
799,sedang,rendah,tidak,sedang,sering
800,tinggi,sedang,iya,tinggi,jarang
801,tinggi,sedang,tidak,tinggi,jarang
802,rendah,tinggi,tidak,rendah,jarang
803,sedang,tinggi,tidak,rendah,sering
804,sedang,tinggi,iya,sedang,jarang
805,sedang,sedang,iya,sedang,sering
806,tinggi,tinggi,iya,tinggi,sering
807,tinggi,sedang,iya,tinggi,jarang
808,tinggi,sedang,iya,sedang,jarang
809,sedang,rendah,tidak,tinggi,jarang
810,rendah,rendah,tidak,sedang,jarang
811,tinggi,tinggi,iya,rendah,jarang
812,tinggi,sedang,tidak,tinggi,jarang
813,rendah,sedang,tidak,rendah,jarang
814,tinggi,sedang,iya,tinggi,jarang
815,tinggi,sedang,iya,tinggi,jarang
816,sedang,sedang,tidak,sedang,jarang
817,sedang,sedang,tidak,sedang,sering
818,sedang,tinggi,iya,sedang,sering
819,rendah,tinggi,iya,sedang,jarang
820,sedang,sedang,iya,sedang,jarang
821,tinggi,sedang,iya,sedang,jarang
822,rendah,sedang,iya,tinggi,jarang
823,sedang,tinggi,iya,sedang,jarang
824,sedang,sedang,iya,rendah,sering
825,sedang,sedang,tidak,sedang,sering
826,tinggi,rendah,iya,tinggi,jarang
827,sedang,sedang,tidak,sedang,sering
828,sedang,sedang,tidak,sedang,jarang
829,tinggi,tinggi,iya,tinggi,jarang
830,sedang,sedang,iya,sedang,jarang
831,rendah,sedang,iya,sedang,jarang
832,sedang,tinggi,tidak,tinggi,jarang
833,rendah,tinggi,iya,rendah,jarang
834,rendah,sedang,iya,tinggi,jarang
835,sedang,sedang,iya,rendah,jarang
836,sedang,sedang,tidak,rendah,sering
837,tinggi,tinggi,iya,tinggi,sering
838,sedang,rendah,iya,rendah,jarang
839,sedang,tinggi,tidak,tinggi,jarang
840,sedang,tinggi,iya,tinggi,jarang
841,rendah,sedang,iya,tinggi,sering
842,sedang,rendah,tidak,tinggi,jarang
843,rendah,sedang,tidak,rendah,jarang
844,tinggi,sedang,tidak,tinggi,jarang
845,rendah,rendah,iya,rendah,jarang
846,sedang,tinggi,tidak,sedang,jarang
847,rendah,tinggi,iya,tinggi,sering
848,tinggi,sedang,iya,sedang,sering
849,sedang,tinggi,iya,sedang,jarang
850,sedang,rendah,tidak,sedang,jarang
851,rendah,sedang,tidak,sedang,jarang
852,tinggi,rendah,iya,tinggi,jarang
853,rendah,sedang,iya,rendah,sering
854,tinggi,tinggi,iya,sedang,jarang
855,rendah,tinggi,tidak,tinggi,jarang
856,rendah,rendah,tidak,sedang,jarang
857,rendah,sedang,iya,rendah,sering
858,sedang,sedang,tidak,sedang,sering
859,sedang,sedang,iya,sedang,jarang
860,rendah,tinggi,iya,rendah,jarang
861,tinggi,tinggi,tidak,tinggi,jarang
862,sedang,sedang,iya,sedang,sering
863,sedang,sedang,iya,tinggi,jarang
864,sedang,sedang,tidak,tinggi,jarang
865,sedang,rendah,iya,sedang,jarang
866,sedang,sedang,tidak,rendah,sering
867,rendah,sedang,iya,sedang,jarang
868,rendah,tinggi,tidak,rendah,jarang
869,tinggi,tinggi,iya,tinggi,jarang
870,tinggi,rendah,iya,rendah,sering
871,sedang,sedang,iya,rendah,sering
872,sedang,rendah,tidak,sedang,sering
873,sedang,rendah,iya,rendah,jarang
874,sedang,tinggi,tidak,rendah,jarang
875,rendah,rendah,iya,sedang,sering
876,rendah,sedang,iya,rendah,jarang
877,tinggi,rendah,tidak,rendah,sering
878,sedang,tinggi,tidak,sedang,sering
879,rendah,sedang,iya,tinggi,jarang
880,rendah,sedang,tidak,sedang,jarang
881,rendah,sedang,iya,sedang,sering
882,sedang,tinggi,tidak,sedang,sering
883,rendah,tinggi,tidak,sedang,jarang
884,rendah,sedang,iya,tinggi,jarang
885,tinggi,tinggi,iya,rendah,jarang
886,rendah,tinggi,iya,sedang,jarang
887,sedang,tinggi,tidak,tinggi,jarang
888,rendah,sedang,iya,tinggi,jarang
889,rendah,sedang,tidak,rendah,sering
890,rendah,sedang,iya,rendah,sering
891,tinggi,tinggi,iya,tinggi,sering
892,tinggi,sedang,iya,rendah,jarang
893,tinggi,tinggi,iya,tinggi,jarang
894,sedang,sedang,iya,tinggi,sering
895,sedang,tinggi,iya,tinggi,jarang
896,rendah,tinggi,iya,rendah,jarang
897,sedang,rendah,iya,tinggi,jarang
898,tinggi,tinggi,tidak,sedang,sering
899,rendah,sedang,tidak,tinggi,sering
900,rendah,tinggi,iya,rendah,jarang
901,rendah,sedang,tidak,rendah,sering
902,rendah,sedang,tidak,sedang,jarang
903,rendah,tinggi,tidak,rendah,jarang
904,sedang,sedang,iya,sedang,sering
905,sedang,tinggi,tidak,tinggi,sering
906,tinggi,sedang,tidak,sedang,jarang
907,tinggi,sedang,tidak,tinggi,jarang
908,sedang,sedang,iya,rendah,sering
909,sedang,sedang,iya,rendah,sering
910,sedang,sedang,iya,rendah,sering
911,sedang,rendah,iya,sedang,jarang
912,sedang,sedang,iya,tinggi,sering
913,sedang,rendah,tidak,rendah,sering
914,sedang,tinggi,tidak,sedang,jarang
915,sedang,tinggi,tidak,sedang,sering
916,sedang,sedang,tidak,tinggi,jarang
917,sedang,tinggi,iya,rendah,jarang
918,tinggi,sedang,iya,rendah,sering
919,tinggi,tinggi,iya,rendah,jarang
920,rendah,tinggi,iya,sedang,jarang
921,tinggi,tinggi,iya,rendah,sering
922,sedang,sedang,tidak,tinggi,jarang
923,tinggi,tinggi,tidak,sedang,jarang
924,tinggi,sedang,iya,sedang,sering
925,sedang,tinggi,iya,sedang,jarang
926,rendah,rendah,tidak,rendah,jarang
927,sedang,sedang,iya,sedang,jarang
928,sedang,tinggi,iya,tinggi,jarang
929,sedang,tinggi,iya,tinggi,sering
930,sedang,rendah,iya,tinggi,sering
931,rendah,tinggi,tidak,tinggi,jarang
932,tinggi,rendah,tidak,rendah,sering
933,tinggi,sedang,iya,rendah,jarang
934,sedang,sedang,tidak,rendah,jarang
935,rendah,sedang,iya,sedang,sering
936,sedang,sedang,iya,rendah,sering
937,rendah,sedang,tidak,sedang,jarang
938,tinggi,rendah,iya,sedang,jarang
939,rendah,rendah,iya,tinggi,jarang
940,sedang,sedang,tidak,tinggi,jarang
941,sedang,tinggi,iya,tinggi,jarang
942,sedang,tinggi,iya,rendah,sering
943,sedang,rendah,iya,rendah,jarang
944,tinggi,sedang,tidak,sedang,sering
945,rendah,rendah,iya,rendah,jarang
946,rendah,rendah,iya,rendah,jarang
947,rendah,tinggi,tidak,sedang,jarang
948,tinggi,sedang,tidak,rendah,jarang
949,tinggi,rendah,iya,sedang,sering
950,sedang,sedang,tidak,sedang,jarang
951,sedang,rendah,iya,sedang,jarang
952,sedang,tinggi,iya,sedang,sering
953,rendah,tinggi,iya,sedang,sering
954,tinggi,rendah,tidak,rendah,jarang
955,sedang,sedang,iya,rendah,jarang
956,sedang,tinggi,iya,sedang,sering
957,sedang,tinggi,iya,tinggi,sering
958,rendah,sedang,iya,tinggi,sering
959,rendah,rendah,iya,sedang,jarang
960,tinggi,rendah,iya,rendah,sering
961,rendah,sedang,iya,sedang,jarang
962,sedang,sedang,iya,sedang,jarang
963,rendah,rendah,iya,sedang,sering
964,sedang,sedang,iya,sedang,jarang
965,sedang,rendah,tidak,sedang,jarang
966,sedang,tinggi,tidak,sedang,jarang
967,tinggi,sedang,iya,tinggi,jarang
968,sedang,rendah,iya,rendah,sering
969,sedang,sedang,iya,tinggi,sering
970,sedang,sedang,iya,rendah,jarang
971,sedang,tinggi,tidak,rendah,jarang
972,tinggi,sedang,iya,tinggi,sering
973,tinggi,sedang,tidak,tinggi,sering
974,rendah,tinggi,iya,rendah,jarang
975,rendah,sedang,iya,sedang,sering
976,sedang,tinggi,iya,rendah,sering
977,sedang,sedang,iya,sedang,jarang
978,rendah,sedang,iya,tinggi,jarang
979,sedang,rendah,iya,tinggi,jarang
980,sedang,sedang,tidak,sedang,sering
981,sedang,tinggi,tidak,sedang,jarang
982,tinggi,tinggi,iya,sedang,jarang
983,rendah,sedang,iya,sedang,jarang
984,rendah,sedang,iya,tinggi,sering
985,tinggi,tinggi,iya,tinggi,jarang
986,sedang,tinggi,tidak,sedang,sering
987,sedang,rendah,iya,sedang,sering
988,sedang,sedang,iya,rendah,jarang
989,rendah,sedang,tidak,rendah,jarang
990,tinggi,tinggi,tidak,tinggi,jarang
991,tinggi,rendah,iya,sedang,sering
992,sedang,sedang,tidak,sedang,jarang
993,sedang,tinggi,tidak,sedang,jarang
994,sedang,rendah,tidak,tinggi,jarang
995,sedang,sedang,iya,rendah,jarang
996,rendah,sedang,iya,tinggi,sering
997,tinggi,sedang,iya,tinggi,sering
998,rendah,sedang,iya,tinggi,sering
999,tinggi,sedang,tidak,sedang,jarang
1000,sedang,rendah,iya,rendah,jarang
1001,rendah,sedang,tidak,sedang,sering
1002,sedang,tinggi,tidak,sedang,jarang
1003,tinggi,tinggi,iya,rendah,sering
1004,tinggi,rendah,iya,sedang,jarang
1005,tinggi,rendah,iya,sedang,jarang
1006,sedang,sedang,iya,tinggi,sering
1007,sedang,sedang,iya,rendah,sering
1008,tinggi,sedang,tidak,sedang,sering
1009,rendah,tinggi,tidak,tinggi,jarang
1010,sedang,rendah,tidak,tinggi,jarang
1011,rendah,rendah,tidak,tinggi,jarang
1012,tinggi,sedang,iya,tinggi,sering
1013,tinggi,tinggi,tidak,tinggi,sering
1014,rendah,rendah,tidak,sedang,jarang
1015,tinggi,sedang,iya,sedang,sering
1016,tinggi,sedang,iya,rendah,sering
1017,rendah,tinggi,tidak,rendah,sering
1018,sedang,tinggi,tidak,rendah,jarang
1019,tinggi,sedang,iya,rendah,jarang
1020,rendah,sedang,iya,rendah,sering
1021,sedang,sedang,iya,rendah,jarang
1022,sedang,sedang,iya,rendah,sering
1023,tinggi,tinggi,iya,tinggi,sering
1024,tinggi,tinggi,iya,rendah,sering
1025,tinggi,tinggi,iya,tinggi,jarang
1026,sedang,tinggi,iya,rendah,jarang
1027,tinggi,sedang,tidak,tinggi,jarang
1028,tinggi,rendah,iya,tinggi,jarang
1029,sedang,tinggi,iya,sedang,jarang
1030,tinggi,sedang,tidak,sedang,jarang
1031,rendah,tinggi,iya,rendah,jarang
1032,sedang,sedang,tidak,tinggi,jarang
1033,rendah,rendah,iya,tinggi,jarang
1034,rendah,tinggi,iya,tinggi,jarang
1035,rendah,rendah,iya,sedang,jarang
1036,sedang,tinggi,iya,sedang,sering
1037,sedang,tinggi,tidak,tinggi,jarang
1038,tinggi,tinggi,iya,rendah,jarang
1039,rendah,tinggi,iya,sedang,sering
1040,sedang,sedang,iya,rendah,sering
1041,sedang,tinggi,iya,tinggi,jarang
1042,tinggi,sedang,iya,rendah,sering
1043,sedang,sedang,iya,rendah,sering
1044,sedang,sedang,tidak,sedang,sering
1045,tinggi,sedang,iya,tinggi,jarang
1046,sedang,sedang,iya,sedang,sering
1047,rendah,sedang,iya,rendah,jarang
1048,rendah,sedang,tidak,rendah,jarang
1049,tinggi,tinggi,tidak,tinggi,sering
1050,rendah,sedang,iya,tinggi,jarang
1051,tinggi,tinggi,iya,tinggi,sering
1052,sedang,tinggi,iya,sedang,jarang
1053,tinggi,tinggi,iya,tinggi,sering
1054,tinggi,sedang,iya,sedang,jarang
1055,tinggi,tinggi,iya,sedang,jarang
1056,sedang,rendah,tidak,sedang,jarang
1057,tinggi,tinggi,iya,sedang,jarang
1058,sedang,rendah,tidak,tinggi,jarang
1059,sedang,tinggi,iya,sedang,sering
1060,sedang,tinggi,iya,sedang,jarang
1061,tinggi,sedang,iya,rendah,sering
1062,tinggi,sedang,iya,rendah,jarang
1063,tinggi,tinggi,iya,sedang,jarang
1064,sedang,sedang,iya,rendah,sering
1065,sedang,tinggi,tidak,rendah,jarang
1066,tinggi,rendah,iya,sedang,sering
1067,rendah,rendah,tidak,sedang,sering
1068,rendah,tinggi,iya,tinggi,jarang
1069,sedang,tinggi,tidak,sedang,sering
1070,sedang,tinggi,tidak,tinggi,sering
1071,sedang,sedang,iya,tinggi,jarang
1072,rendah,tinggi,iya,tinggi,sering
1073,rendah,sedang,iya,sedang,jarang
1074,rendah,sedang,tidak,sedang,jarang
1075,tinggi,tinggi,iya,tinggi,sering
1076,sedang,sedang,tidak,rendah,sering
1077,sedang,sedang,iya,rendah,sering
1078,sedang,sedang,iya,sedang,sering
1079,rendah,tinggi,iya,rendah,sering
1080,tinggi,sedang,iya,tinggi,sering
1081,tinggi,tinggi,tidak,sedang,jarang
1082,rendah,sedang,iya,sedang,jarang
1083,sedang,sedang,iya,sedang,jarang
1084,tinggi,tinggi,iya,sedang,sering
1085,tinggi,sedang,iya,rendah,jarang
1086,sedang,rendah,tidak,sedang,jarang
1087,sedang,rendah,iya,tinggi,jarang
1088,rendah,sedang,iya,sedang,sering
1089,tinggi,tinggi,tidak,tinggi,sering
1090,rendah,rendah,tidak,rendah,jarang
1091,tinggi,tinggi,tidak,rendah,jarang
1092,sedang,sedang,iya,rendah,jarang
1093,sedang,sedang,iya,sedang,jarang
1094,sedang,tinggi,tidak,tinggi,jarang
1095,rendah,sedang,iya,tinggi,sering
1096,rendah,sedang,iya,sedang,sering
1097,rendah,rendah,iya,sedang,jarang
1098,rendah,rendah,tidak,tinggi,jarang
1099,tinggi,sedang,tidak,rendah,jarang
1100,sedang,rendah,iya,rendah,jarang
1101,rendah,sedang,tidak,tinggi,jarang
1102,tinggi,sedang,tidak,sedang,jarang
1103,tinggi,sedang,iya,tinggi,jarang
1104,tinggi,rendah,iya,sedang,sering
1105,tinggi,sedang,tidak,tinggi,sering
1106,rendah,tinggi,tidak,rendah,sering
1107,sedang,tinggi,tidak,rendah,jarang
1108,tinggi,rendah,tidak,sedang,sering
1109,sedang,tinggi,iya,sedang,sering
1110,rendah,sedang,iya,rendah,jarang
1111,tinggi,sedang,iya,rendah,jarang
1112,rendah,sedang,iya,rendah,jarang
1113,rendah,rendah,iya,tinggi,jarang
1114,sedang,rendah,tidak,sedang,jarang
1115,sedang,sedang,iya,rendah,jarang
1116,sedang,sedang,iya,rendah,jarang
1117,rendah,tinggi,iya,rendah,jarang
1118,tinggi,sedang,tidak,sedang,jarang
1119,sedang,rendah,iya,rendah,sering
1120,rendah,tinggi,iya,tinggi,jarang
1121,tinggi,sedang,iya,rendah,sering
1122,tinggi,sedang,tidak,rendah,jarang
1123,tinggi,tinggi,iya,tinggi,jarang
1124,tinggi,tinggi,iya,tinggi,jarang
1125,sedang,tinggi,iya,rendah,jarang
1126,sedang,tinggi,iya,tinggi,jarang
1127,rendah,tinggi,tidak,sedang,jarang
1128,sedang,tinggi,tidak,tinggi,jarang
1129,sedang,sedang,tidak,sedang,sering
1130,sedang,rendah,iya,sedang,jarang
1131,tinggi,sedang,tidak,tinggi,sering
1132,sedang,sedang,iya,rendah,jarang
1133,rendah,tinggi,iya,sedang,sering
1134,rendah,sedang,tidak,sedang,jarang
1135,sedang,sedang,iya,rendah,sering
1136,rendah,rendah,iya,rendah,sering
1137,tinggi,tinggi,iya,rendah,sering
1138,sedang,sedang,iya,sedang,jarang
1139,sedang,tinggi,iya,sedang,sering
1140,sedang,sedang,tidak,sedang,jarang
1141,tinggi,sedang,iya,rendah,sering
1142,sedang,rendah,tidak,sedang,jarang
1143,sedang,rendah,iya,tinggi,jarang
1144,sedang,tinggi,tidak,sedang,jarang
1145,sedang,tinggi,iya,sedang,jarang
1146,tinggi,sedang,iya,tinggi,sering
1147,tinggi,rendah,iya,tinggi,sering
1148,sedang,sedang,tidak,sedang,sering
1149,tinggi,tinggi,iya,tinggi,sering
1150,tinggi,tinggi,iya,sedang,sering
1151,tinggi,rendah,iya,tinggi,jarang
1152,tinggi,rendah,tidak,rendah,jarang
1153,sedang,tinggi,iya,rendah,jarang
1154,sedang,sedang,iya,rendah,jarang
1155,sedang,sedang,tidak,tinggi,jarang
1156,tinggi,rendah,iya,sedang,jarang
1157,rendah,sedang,iya,rendah,jarang
1158,tinggi,tinggi,iya,rendah,jarang
1159,tinggi,tinggi,tidak,tinggi,sering
1160,rendah,sedang,iya,tinggi,jarang
1161,tinggi,sedang,iya,sedang,jarang
1162,rendah,rendah,iya,sedang,jarang
1163,sedang,sedang,iya,sedang,jarang
1164,tinggi,sedang,iya,sedang,jarang
1165,rendah,sedang,iya,tinggi,jarang
1166,tinggi,sedang,tidak,rendah,jarang
1167,tinggi,sedang,iya,sedang,jarang
1168,sedang,rendah,iya,sedang,jarang
1169,rendah,sedang,tidak,sedang,jarang
1170,sedang,rendah,tidak,sedang,sering
1171,sedang,rendah,iya,sedang,jarang
1172,tinggi,tinggi,iya,rendah,jarang
1173,sedang,sedang,iya,sedang,jarang
1174,sedang,sedang,iya,rendah,sering
1175,sedang,tinggi,tidak,rendah,jarang
1176,sedang,tinggi,iya,rendah,sering
1177,tinggi,sedang,iya,tinggi,sering
1178,rendah,tinggi,iya,sedang,jarang
1179,tinggi,sedang,tidak,sedang,jarang
1180,sedang,sedang,iya,tinggi,jarang
1181,tinggi,sedang,tidak,sedang,jarang
1182,sedang,tinggi,iya,sedang,jarang
1183,sedang,tinggi,iya,sedang,jarang
1184,tinggi,sedang,iya,sedang,jarang
1185,rendah,rendah,tidak,sedang,jarang
1186,tinggi,sedang,iya,sedang,sering
1187,sedang,rendah,iya,tinggi,jarang
1188,rendah,sedang,iya,tinggi,sering
1189,sedang,tinggi,iya,rendah,sering
1190,tinggi,tinggi,iya,rendah,sering
1191,rendah,tinggi,iya,sedang,sering
1192,sedang,tinggi,iya,sedang,jarang
1193,sedang,sedang,iya,rendah,jarang
1194,sedang,tinggi,tidak,tinggi,jarang
1195,rendah,sedang,iya,rendah,jarang
1196,tinggi,rendah,iya,tinggi,sering
1197,tinggi,rendah,tidak,tinggi,sering
1198,tinggi,sedang,iya,tinggi,jarang
1199,tinggi,sedang,iya,rendah,jarang
1200,rendah,sedang,iya,rendah,jarang
1201,tinggi,tinggi,iya,sedang,jarang
1202,rendah,rendah,tidak,rendah,jarang
1203,rendah,rendah,iya,sedang,jarang
1204,sedang,tinggi,tidak,sedang,sering
1205,sedang,rendah,iya,rendah,jarang
1206,tinggi,sedang,tidak,rendah,sering
1207,sedang,sedang,tidak,tinggi,sering
1208,sedang,sedang,iya,rendah,sering
1209,sedang,rendah,iya,rendah,jarang
1210,tinggi,rendah,iya,sedang,sering
1211,sedang,rendah,iya,tinggi,sering
1212,sedang,sedang,tidak,sedang,jarang
1213,rendah,sedang,tidak,rendah,jarang
1214,tinggi,sedang,iya,sedang,sering
1215,sedang,sedang,tidak,tinggi,jarang
1216,rendah,tinggi,iya,tinggi,jarang
1217,rendah,rendah,iya,sedang,jarang
1218,sedang,sedang,iya,sedang,sering
1219,sedang,tinggi,iya,sedang,sering
1220,sedang,sedang,iya,rendah,jarang
1221,tinggi,sedang,iya,sedang,jarang
1222,rendah,sedang,tidak,tinggi,sering
1223,sedang,tinggi,tidak,tinggi,sering
1224,tinggi,tinggi,tidak,rendah,sering
1225,sedang,sedang,iya,rendah,jarang
1226,sedang,tinggi,iya,sedang,jarang
1227,sedang,sedang,iya,tinggi,jarang
1228,sedang,sedang,tidak,tinggi,sering
1229,tinggi,sedang,iya,rendah,jarang
1230,sedang,rendah,iya,rendah,jarang
1231,tinggi,tinggi,tidak,sedang,jarang
1232,rendah,sedang,iya,sedang,jarang
1233,rendah,sedang,tidak,tinggi,sering
1234,rendah,tinggi,iya,sedang,jarang
1235,sedang,rendah,tidak,tinggi,sering
1236,sedang,sedang,iya,sedang,sering
1237,tinggi,rendah,iya,tinggi,jarang
1238,sedang,tinggi,iya,sedang,sering
1239,tinggi,tinggi,iya,tinggi,sering
1240,rendah,sedang,iya,rendah,sering
1241,tinggi,tinggi,iya,sedang,jarang
1242,tinggi,sedang,iya,rendah,jarang
1243,tinggi,tinggi,tidak,sedang,jarang
1244,tinggi,sedang,iya,sedang,sering
1245,tinggi,sedang,tidak,rendah,sering
1246,sedang,tinggi,tidak,tinggi,sering
1247,rendah,sedang,iya,rendah,jarang
1248,rendah,rendah,iya,tinggi,jarang
1249,tinggi,sedang,tidak,tinggi,jarang
1250,sedang,tinggi,iya,rendah,jarang
1251,tinggi,sedang,iya,sedang,sering
1252,sedang,rendah,iya,rendah,jarang
1253,rendah,sedang,tidak,rendah,jarang
1254,rendah,sedang,iya,sedang,jarang
1255,sedang,rendah,tidak,tinggi,jarang
1256,sedang,tinggi,iya,rendah,jarang
1257,rendah,tinggi,tidak,sedang,jarang
1258,sedang,sedang,tidak,sedang,jarang
