responden_id,gaya_kelekatan,kebutuhan_validasi,kontrol_diri,impulsif,empati_pasangan
607,cemas,tinggi,tinggi,tidak,tinggi
608,cemas,rendah,tinggi,tidak,tinggi
609,cemas,tinggi,rendah,tidak,rendah
610,cemas,sedang,rendah,iya,tinggi
611,cemas,tinggi,tinggi,tidak,tinggi
612,cemas,rendah,tinggi,tidak,tinggi
613,aman,sedang,rendah,tidak,tinggi
614,aman,sedang,tinggi,tidak,tinggi
615,menghindar,tinggi,tinggi,tidak,tinggi
616,aman,sedang,rendah,tidak,rendah
617,cemas,sedang,rendah,tidak,rendah
618,cemas,tinggi,rendah,tidak,tinggi
619,menghindar,sedang,rendah,tidak,rendah
620,aman,rendah,tinggi,tidak,rendah
621,aman,sedang,rendah,tidak,tinggi
622,menghindar,sedang,rendah,iya,tinggi
623,menghindar,sedang,tinggi,tidak,rendah
624,cemas,sedang,tinggi,iya,rendah
625,aman,tinggi,tinggi,tidak,tinggi
626,aman,sedang,rendah,tidak,tinggi
627,cemas,rendah,tinggi,tidak,tinggi
628,menghindar,rendah,tinggi,tidak,tinggi
629,menghindar,tinggi,tinggi,iya,rendah
630,aman,sedang,tinggi,tidak,rendah
631,aman,tinggi,tinggi,tidak,rendah
632,aman,sedang,tinggi,iya,rendah
633,menghindar,sedang,tinggi,tidak,tinggi
634,cemas,sedang,rendah,tidak,tinggi
635,aman,rendah,rendah,tidak,tinggi
636,aman,sedang,rendah,tidak,tinggi
637,cemas,sedang,rendah,tidak,rendah
638,aman,sedang,rendah,tidak,rendah
639,menghindar,tinggi,tinggi,iya,tinggi
640,cemas,tinggi,rendah,iya,tinggi
641,aman,tinggi,tinggi,tidak,tinggi
642,aman,tinggi,tinggi,tidak,tinggi
643,menghindar,sedang,rendah,tidak,tinggi
644,aman,sedang,tinggi,tidak,rendah
645,aman,tinggi,rendah,tidak,rendah
646,menghindar,sedang,tinggi,iya,rendah
647,menghindar,rendah,tinggi,iya,tinggi
648,menghindar,sedang,rendah,tidak,rendah
649,aman,rendah,tinggi,tidak,tinggi
650,aman,sedang,tinggi,tidak,tinggi
651,aman,sedang,rendah,tidak,tinggi
652,aman,rendah,tinggi,tidak,rendah
653,cemas,tinggi,tinggi,tidak,tinggi
654,aman,tinggi,rendah,tidak,tinggi
655,cemas,tinggi,tinggi,tidak,rendah
656,aman,sedang,rendah,tidak,rendah
657,aman,tinggi,tinggi,iya,tinggi
658,menghindar,tinggi,rendah,tidak,rendah
659,aman,sedang,tinggi,tidak,tinggi
660,aman,tinggi,tinggi,tidak,tinggi
661,aman,rendah,rendah,tidak,rendah
662,aman,tinggi,rendah,iya,tinggi
663,aman,sedang,rendah,tidak,tinggi
664,aman,sedang,tinggi,iya,rendah
665,cemas,rendah,rendah,tidak,rendah
666,menghindar,sedang,tinggi,tidak,tinggi
667,cemas,sedang,tinggi,tidak,rendah
668,aman,tinggi,tinggi,iya,rendah
669,cemas,tinggi,rendah,tidak,rendah
670,aman,tinggi,rendah,iya,rendah
671,cemas,sedang,tinggi,tidak,tinggi
672,cemas,tinggi,tinggi,tidak,tinggi
673,aman,sedang,tinggi,tidak,tinggi
674,menghindar,tinggi,tinggi,tidak,tinggi
675,menghindar,rendah,rendah,tidak,tinggi
676,menghindar,sedang,tinggi,tidak,rendah
677,aman,tinggi,rendah,tidak,rendah
678,cemas,tinggi,tinggi,iya,tinggi
679,menghindar,sedang,tinggi,iya,tinggi
680,aman,tinggi,rendah,iya,tinggi
681,menghindar,rendah,tinggi,tidak,rendah
682,aman,sedang,tinggi,iya,rendah
683,aman,sedang,tinggi,iya,tinggi
684,cemas,rendah,rendah,tidak,tinggi
685,cemas,rendah,rendah,tidak,tinggi
686,cemas,rendah,rendah,tidak,rendah
687,menghindar,sedang,rendah,tidak,tinggi
688,aman,rendah,tinggi,iya,rendah
689,aman,sedang,tinggi,iya,rendah
690,menghindar,sedang,rendah,iya,tinggi
691,aman,sedang,tinggi,tidak,tinggi
692,cemas,sedang,tinggi,tidak,tinggi
693,cemas,sedang,rendah,tidak,tinggi
694,aman,sedang,rendah,tidak,tinggi
695,aman,sedang,rendah,iya,tinggi
696,cemas,sedang,tinggi,tidak,rendah
697,menghindar,tinggi,tinggi,iya,tinggi
698,cemas,sedang,tinggi,tidak,tinggi
699,cemas,rendah,rendah,iya,rendah
700,aman,sedang,tinggi,tidak,tinggi
701,aman,sedang,rendah,iya,tinggi
702,aman,tinggi,tinggi,iya,tinggi
703,aman,sedang,tinggi,iya,tinggi
704,aman,sedang,rendah,iya,rendah
705,aman,rendah,tinggi,iya,tinggi
706,aman,sedang,tinggi,tidak,tinggi
707,aman,sedang,tinggi,iya,rendah
708,aman,tinggi,rendah,iya,tinggi
709,cemas,tinggi,tinggi,tidak,tinggi
710,cemas,sedang,tinggi,iya,rendah
711,aman,tinggi,tinggi,tidak,tinggi
712,menghindar,sedang,rendah,tidak,tinggi
713,aman,tinggi,tinggi,tidak,rendah
714,menghindar,tinggi,rendah,tidak,tinggi
715,aman,rendah,tinggi,tidak,tinggi
716,menghindar,sedang,rendah,tidak,rendah
717,aman,sedang,rendah,tidak,tinggi
718,cemas,rendah,tinggi,iya,rendah
719,aman,rendah,tinggi,tidak,rendah
720,cemas,tinggi,tinggi,tidak,rendah
721,aman,tinggi,tinggi,tidak,tinggi
722,aman,tinggi,rendah,tidak,tinggi
723,cemas,tinggi,rendah,tidak,tinggi
724,aman,tinggi,tinggi,tidak,rendah
725,menghindar,rendah,rendah,iya,tinggi
726,aman,rendah,tinggi,tidak,rendah
727,aman,rendah,tinggi,iya,rendah
728,cemas,rendah,tinggi,iya,rendah
729,aman,rendah,tinggi,iya,rendah
730,aman,sedang,rendah,tidak,tinggi
731,cemas,tinggi,tinggi,tidak,rendah
732,cemas,tinggi,tinggi,tidak,rendah
733,menghindar,sedang,tinggi,tidak,tinggi
734,aman,tinggi,tinggi,tidak,rendah
735,cemas,sedang,tinggi,iya,tinggi
736,aman,tinggi,tinggi,tidak,tinggi
737,aman,sedang,rendah,tidak,tinggi
738,cemas,rendah,tinggi,tidak,tinggi
739,aman,tinggi,rendah,iya,tinggi
740,aman,sedang,rendah,iya,rendah
741,aman,sedang,rendah,tidak,tinggi
742,cemas,sedang,rendah,tidak,tinggi
743,menghindar,sedang,rendah,tidak,tinggi
744,cemas,tinggi,tinggi,iya,tinggi
745,aman,rendah,rendah,iya,rendah
746,cemas,tinggi,tinggi,tidak,rendah
747,cemas,rendah,rendah,tidak,rendah
748,aman,sedang,tinggi,iya,tinggi
749,aman,rendah,rendah,tidak,tinggi
750,aman,tinggi,rendah,iya,tinggi
751,aman,rendah,rendah,tidak,rendah
752,menghindar,sedang,tinggi,tidak,rendah
753,aman,rendah,tinggi,tidak,tinggi
754,aman,rendah,rendah,tidak,tinggi
755,menghindar,tinggi,rendah,iya,rendah
756,menghindar,rendah,rendah,iya,rendah
757,cemas,rendah,tinggi,tidak,tinggi
758,aman,rendah,tinggi,tidak,rendah
759,aman,sedang,rendah,tidak,tinggi
760,aman,sedang,rendah,iya,tinggi
761,aman,rendah,tinggi,tidak,tinggi
762,aman,rendah,rendah,tidak,tinggi
763,cemas,sedang,tinggi,tidak,tinggi
764,aman,sedang,rendah,tidak,rendah
765,aman,tinggi,tinggi,iya,tinggi
766,aman,tinggi,tinggi,iya,tinggi
767,cemas,sedang,tinggi,tidak,tinggi
768,cemas,sedang,tinggi,iya,tinggi
769,cemas,sedang,tinggi,tidak,rendah
770,aman,tinggi,tinggi,iya,rendah
771,aman,sedang,rendah,tidak,tinggi
772,aman,tinggi,tinggi,tidak,tinggi
773,aman,sedang,tinggi,tidak,tinggi
774,menghindar,sedang,tinggi,tidak,tinggi
775,menghindar,sedang,rendah,tidak,tinggi
776,cemas,sedang,tinggi,iya,tinggi
777,menghindar,rendah,tinggi,iya,rendah
778,cemas,tinggi,tinggi,tidak,tinggi
779,aman,tinggi,rendah,iya,tinggi
780,menghindar,tinggi,rendah,tidak,rendah
781,aman,sedang,rendah,tidak,tinggi
782,cemas,rendah,tinggi,tidak,tinggi
783,aman,rendah,tinggi,iya,tinggi
784,aman,sedang,tinggi,tidak,tinggi
785,cemas,tinggi,tinggi,tidak,tinggi
786,aman,sedang,tinggi,tidak,tinggi
787,aman,rendah,tinggi,tidak,rendah
788,aman,tinggi,tinggi,iya,tinggi
789,aman,tinggi,tinggi,tidak,tinggi
790,menghindar,sedang,tinggi,tidak,tinggi
791,cemas,sedang,tinggi,tidak,tinggi
792,aman,tinggi,rendah,tidak,tinggi
793,aman,sedang,rendah,iya,rendah
794,menghindar,tinggi,tinggi,tidak,rendah
795,aman,rendah,tinggi,iya,tinggi
796,aman,sedang,tinggi,tidak,tinggi
797,aman,sedang,rendah,iya,tinggi
798,menghindar,tinggi,tinggi,iya,tinggi
799,aman,tinggi,tinggi,iya,tinggi
800,aman,tinggi,tinggi,iya,tinggi
801,aman,sedang,tinggi,tidak,rendah
802,aman,tinggi,tinggi,iya,tinggi
803,cemas,sedang,tinggi,iya,rendah
804,aman,sedang,tinggi,iya,rendah
805,aman,rendah,rendah,tidak,tinggi
806,aman,tinggi,rendah,iya,tinggi
807,aman,tinggi,rendah,tidak,tinggi
808,menghindar,rendah,rendah,tidak,rendah
809,menghindar,rendah,rendah,tidak,rendah
810,aman,tinggi,rendah,iya,rendah
811,aman,sedang,rendah,tidak,tinggi
812,aman,tinggi,rendah,tidak,tinggi
813,cemas,rendah,rendah,tidak,tinggi
814,cemas,rendah,rendah,tidak,tinggi
815,aman,sedang,tinggi,iya,tinggi
816,cemas,rendah,tinggi,iya,tinggi
817,cemas,rendah,rendah,tidak,rendah
818,menghindar,rendah,tinggi,tidak,rendah
819,aman,rendah,tinggi,tidak,tinggi
820,aman,rendah,tinggi,tidak,tinggi
821,aman,tinggi,rendah,tidak,tinggi
822,menghindar,rendah,tinggi,tidak,tinggi
823,cemas,sedang,rendah,tidak,rendah
824,cemas,tinggi,rendah,tidak,tinggi
825,aman,sedang,rendah,iya,tinggi
826,aman,sedang,rendah,tidak,tinggi
827,aman,sedang,tinggi,tidak,tinggi
828,cemas,tinggi,tinggi,tidak,rendah
829,aman,tinggi,tinggi,iya,rendah
830,aman,sedang,rendah,tidak,rendah
831,cemas,tinggi,rendah,tidak,rendah
832,aman,sedang,rendah,tidak,rendah
833,aman,rendah,rendah,iya,tinggi
834,aman,tinggi,tinggi,iya,tinggi
835,menghindar,sedang,tinggi,iya,tinggi
836,cemas,tinggi,tinggi,tidak,tinggi
837,menghindar,rendah,tinggi,iya,rendah
838,aman,sedang,tinggi,iya,tinggi
839,menghindar,tinggi,rendah,tidak,tinggi
840,menghindar,rendah,tinggi,iya,rendah
841,cemas,tinggi,tinggi,tidak,tinggi
842,menghindar,tinggi,tinggi,tidak,tinggi
843,aman,tinggi,tinggi,iya,tinggi
844,aman,sedang,rendah,tidak,tinggi
845,aman,sedang,tinggi,tidak,rendah
846,cemas,tinggi,tinggi,tidak,tinggi
847,cemas,tinggi,tinggi,iya,rendah
848,cemas,sedang,tinggi,tidak,rendah
849,aman,tinggi,rendah,tidak,tinggi
850,aman,sedang,tinggi,tidak,tinggi
851,aman,tinggi,rendah,iya,tinggi
852,cemas,rendah,rendah,iya,tinggi
853,aman,rendah,tinggi,tidak,tinggi
854,menghindar,sedang,rendah,tidak,tinggi
855,aman,sedang,tinggi,tidak,tinggi
856,aman,tinggi,tinggi,tidak,tinggi
857,menghindar,rendah,rendah,iya,tinggi
858,aman,tinggi,tinggi,tidak,tinggi
859,aman,sedang,tinggi,tidak,tinggi
860,aman,sedang,rendah,tidak,rendah
861,aman,rendah,tinggi,tidak,rendah
862,menghindar,sedang,tinggi,tidak,tinggi
863,cemas,rendah,tinggi,tidak,tinggi
864,aman,rendah,tinggi,iya,tinggi
865,cemas,sedang,tinggi,tidak,tinggi
866,aman,rendah,tinggi,tidak,rendah
867,cemas,rendah,tinggi,tidak,tinggi
868,menghindar,tinggi,rendah,iya,tinggi
869,menghindar,rendah,tinggi,tidak,tinggi
870,aman,sedang,rendah,iya,tinggi
871,aman,rendah,tinggi,iya,rendah
872,aman,sedang,tinggi,iya,tinggi
873,cemas,sedang,tinggi,tidak,tinggi
874,cemas,rendah,rendah,tidak,tinggi
875,aman,tinggi,tinggi,tidak,tinggi
876,menghindar,tinggi,rendah,tidak,tinggi
877,aman,rendah,tinggi,iya,tinggi
878,aman,tinggi,tinggi,tidak,tinggi
879,aman,rendah,tinggi,tidak,rendah
880,aman,rendah,rendah,tidak,tinggi
881,aman,rendah,tinggi,iya,rendah
882,cemas,sedang,tinggi,tidak,tinggi
883,aman,sedang,tinggi,tidak,tinggi
884,aman,sedang,tinggi,tidak,tinggi
885,cemas,tinggi,rendah,iya,rendah
886,aman,sedang,tinggi,tidak,rendah
887,cemas,sedang,tinggi,tidak,rendah
888,aman,sedang,tinggi,tidak,rendah
889,cemas,tinggi,tinggi,iya,rendah
890,menghindar,rendah,rendah,tidak,tinggi
891,aman,sedang,tinggi,iya,tinggi
892,cemas,sedang,rendah,iya,tinggi
893,menghindar,sedang,tinggi,tidak,rendah
894,cemas,sedang,tinggi,tidak,tinggi
895,aman,sedang,tinggi,tidak,rendah
896,aman,sedang,tinggi,tidak,rendah
897,cemas,sedang,rendah,tidak,tinggi
898,menghindar,sedang,rendah,tidak,rendah
899,aman,rendah,rendah,tidak,tinggi
900,aman,sedang,rendah,tidak,tinggi
901,aman,sedang,tinggi,iya,tinggi
902,aman,sedang,rendah,iya,tinggi
903,aman,tinggi,tinggi,tidak,rendah
904,aman,sedang,tinggi,tidak,tinggi
905,aman,rendah,tinggi,iya,rendah
906,aman,sedang,tinggi,iya,rendah
907,menghindar,tinggi,rendah,iya,rendah
908,aman,tinggi,rendah,tidak,tinggi
909,aman,sedang,rendah,tidak,tinggi
910,aman,rendah,tinggi,tidak,tinggi
911,menghindar,sedang,tinggi,tidak,tinggi
912,cemas,sedang,rendah,tidak,tinggi
913,cemas,tinggi,tinggi,tidak,tinggi
914,aman,sedang,rendah,tidak,tinggi
915,menghindar,sedang,tinggi,iya,tinggi
916,aman,sedang,tinggi,tidak,tinggi
917,aman,sedang,tinggi,tidak,tinggi
918,cemas,tinggi,tinggi,iya,tinggi
919,menghindar,sedang,tinggi,iya,tinggi
920,cemas,tinggi,tinggi,tidak,rendah
921,menghindar,sedang,rendah,iya,rendah
922,menghindar,rendah,tinggi,tidak,tinggi
923,aman,sedang,tinggi,tidak,tinggi
924,aman,rendah,rendah,iya,tinggi
925,aman,rendah,tinggi,tidak,tinggi
926,menghindar,sedang,rendah,tidak,rendah
927,aman,sedang,rendah,tidak,tinggi
928,menghindar,sedang,tinggi,tidak,tinggi
929,aman,rendah,tinggi,tidak,tinggi
930,aman,sedang,rendah,tidak,rendah
931,aman,sedang,tinggi,tidak,tinggi
932,aman,tinggi,tinggi,iya,rendah
933,menghindar,sedang,rendah,tidak,tinggi
934,aman,sedang,tinggi,tidak,tinggi
935,aman,rendah,tinggi,tidak,tinggi
936,aman,tinggi,rendah,iya,tinggi
937,aman,sedang,tinggi,iya,tinggi
938,aman,tinggi,rendah,iya,rendah
939,aman,rendah,tinggi,tidak,tinggi
940,menghindar,sedang,tinggi,tidak,rendah
941,aman,sedang,rendah,tidak,rendah
942,aman,rendah,tinggi,tidak,tinggi
943,cemas,sedang,tinggi,tidak,tinggi
944,aman,tinggi,rendah,iya,tinggi
945,aman,sedang,tinggi,tidak,rendah
946,cemas,tinggi,rendah,iya,tinggi
947,aman,rendah,tinggi,tidak,tinggi
948,cemas,sedang,tinggi,iya,rendah
949,aman,sedang,tinggi,tidak,tinggi
950,cemas,sedang,tinggi,iya,rendah
951,menghindar,tinggi,tinggi,tidak,tinggi
952,aman,rendah,tinggi,iya,tinggi
953,aman,tinggi,tinggi,tidak,tinggi
954,aman,sedang,tinggi,tidak,rendah
955,aman,rendah,tinggi,tidak,tinggi
956,menghindar,tinggi,rendah,tidak,rendah
957,cemas,sedang,tinggi,iya,tinggi
958,aman,tinggi,tinggi,iya,rendah
959,cemas,sedang,tinggi,tidak,tinggi
960,aman,tinggi,tinggi,iya,rendah
961,cemas,sedang,rendah,tidak,tinggi
962,cemas,rendah,tinggi,tidak,tinggi
963,cemas,sedang,rendah,tidak,rendah
964,aman,rendah,tinggi,iya,rendah
965,cemas,sedang,tinggi,tidak,tinggi
966,aman,rendah,tinggi,iya,rendah
967,cemas,rendah,tinggi,tidak,tinggi
968,aman,rendah,tinggi,tidak,tinggi
969,aman,sedang,tinggi,tidak,tinggi
970,cemas,sedang,tinggi,tidak,tinggi
971,menghindar,sedang,rendah,tidak,tinggi
972,aman,rendah,tinggi,tidak,tinggi
973,menghindar,sedang,tinggi,iya,tinggi
974,cemas,sedang,tinggi,tidak,tinggi
975,cemas,sedang,tinggi,iya,rendah
976,menghindar,tinggi,tinggi,tidak,tinggi
977,aman,sedang,rendah,tidak,tinggi
978,menghindar,sedang,rendah,tidak,tinggi
979,aman,rendah,tinggi,tidak,tinggi
980,aman,rendah,rendah,tidak,tinggi
981,cemas,tinggi,rendah,tidak,tinggi
982,menghindar,tinggi,tinggi,tidak,tinggi
983,menghindar,rendah,tinggi,iya,tinggi
984,cemas,sedang,tinggi,tidak,tinggi
985,cemas,sedang,rendah,tidak,rendah
986,aman,sedang,tinggi,iya,tinggi
987,menghindar,tinggi,tinggi,iya,tinggi
988,aman,rendah,rendah,tidak,tinggi
989,cemas,sedang,tinggi,iya,tinggi
990,cemas,rendah,tinggi,iya,tinggi
991,cemas,sedang,tinggi,tidak,tinggi
992,aman,rendah,rendah,tidak,tinggi
993,menghindar,tinggi,tinggi,iya,rendah
994,cemas,sedang,rendah,tidak,tinggi
995,menghindar,tinggi,rendah,tidak,tinggi
996,aman,rendah,tinggi,tidak,rendah
997,cemas,rendah,tinggi,iya,tinggi
998,cemas,rendah,tinggi,iya,rendah
999,cemas,sedang,tinggi,tidak,rendah
1000,menghindar,tinggi,rendah,iya,rendah
1001,aman,sedang,tinggi,tidak,tinggi
1002,aman,rendah,rendah,tidak,rendah
1003,aman,rendah,tinggi,tidak,tinggi
1004,aman,rendah,tinggi,iya,tinggi
1005,menghindar,tinggi,tinggi,tidak,tinggi
1006,aman,sedang,tinggi,tidak,tinggi
1007,aman,sedang,tinggi,tidak,tinggi
1008,aman,sedang,tinggi,tidak,tinggi
1009,cemas,rendah,tinggi,tidak,tinggi
1010,aman,rendah,tinggi,tidak,rendah
1011,aman,tinggi,tinggi,iya,tinggi
1012,aman,sedang,tinggi,tidak,tinggi
1013,aman,sedang,tinggi,iya,tinggi
1014,menghindar,rendah,rendah,tidak,tinggi
1015,aman,rendah,rendah,tidak,tinggi
1016,cemas,rendah,tinggi,tidak,rendah
1017,menghindar,rendah,tinggi,iya,tinggi
1018,cemas,rendah,tinggi,tidak,tinggi
1019,menghindar,sedang,tinggi,iya,tinggi
1020,menghindar,rendah,rendah,iya,tinggi
1021,aman,rendah,tinggi,tidak,tinggi
1022,cemas,tinggi,tinggi,tidak,tinggi
1023,aman,sedang,tinggi,iya,tinggi
1024,aman,tinggi,tinggi,tidak,tinggi
1025,menghindar,sedang,rendah,tidak,tinggi
1026,cemas,sedang,rendah,tidak,tinggi
1027,cemas,rendah,tinggi,tidak,rendah
1028,cemas,sedang,tinggi,iya,tinggi
1029,aman,rendah,tinggi,tidak,tinggi
1030,menghindar,rendah,tinggi,tidak,tinggi
1031,aman,tinggi,rendah,tidak,tinggi
1032,aman,sedang,tinggi,iya,tinggi
1033,menghindar,tinggi,tinggi,tidak,tinggi
1034,aman,sedang,tinggi,iya,rendah
1035,cemas,sedang,tinggi,iya,tinggi
1036,cemas,sedang,tinggi,tidak,tinggi
1037,aman,sedang,tinggi,tidak,tinggi
1038,menghindar,sedang,rendah,tidak,tinggi
1039,cemas,tinggi,rendah,iya,tinggi
1040,aman,rendah,tinggi,iya,tinggi
1041,aman,sedang,tinggi,iya,rendah
1042,menghindar,sedang,tinggi,tidak,tinggi
1043,aman,rendah,tinggi,tidak,tinggi
1044,menghindar,sedang,tinggi,tidak,tinggi
1045,aman,sedang,tinggi,tidak,tinggi
1046,cemas,rendah,rendah,tidak,rendah
1047,menghindar,rendah,rendah,tidak,rendah
1048,aman,sedang,rendah,tidak,rendah
1049,cemas,sedang,tinggi,tidak,rendah
1050,cemas,sedang,rendah,tidak,tinggi
1051,cemas,rendah,tinggi,tidak,rendah
1052,cemas,rendah,rendah,tidak,tinggi
1053,cemas,tinggi,tinggi,tidak,rendah
1054,cemas,tinggi,tinggi,tidak,tinggi
1055,menghindar,sedang,tinggi,iya,tinggi
1056,cemas,tinggi,rendah,tidak,tinggi
1057,aman,sedang,rendah,iya,tinggi
1058,menghindar,rendah,tinggi,tidak,tinggi
1059,aman,rendah,tinggi,tidak,rendah
1060,aman,tinggi,tinggi,tidak,tinggi
1061,aman,sedang,tinggi,tidak,tinggi
1062,aman,tinggi,rendah,tidak,rendah
1063,aman,tinggi,rendah,iya,tinggi
1064,aman,sedang,tinggi,tidak,rendah
1065,aman,rendah,tinggi,tidak,tinggi
1066,cemas,rendah,rendah,tidak,rendah
1067,aman,rendah,tinggi,tidak,rendah
1068,aman,rendah,tinggi,iya,tinggi
1069,aman,sedang,tinggi,iya,tinggi
1070,aman,rendah,rendah,tidak,tinggi
1071,aman,rendah,rendah,tidak,rendah
1072,cemas,sedang,tinggi,tidak,tinggi
1073,menghindar,sedang,rendah,iya,tinggi
1074,menghindar,sedang,rendah,tidak,tinggi
1075,menghindar,sedang,tinggi,iya,tinggi
1076,aman,sedang,rendah,tidak,tinggi
1077,aman,tinggi,tinggi,iya,rendah
1078,aman,rendah,tinggi,tidak,tinggi
1079,cemas,rendah,tinggi,tidak,rendah
1080,aman,tinggi,rendah,tidak,tinggi
1081,cemas,sedang,tinggi,iya,rendah
1082,aman,tinggi,tinggi,iya,tinggi
1083,aman,rendah,tinggi,iya,rendah
1084,menghindar,tinggi,rendah,iya,tinggi
1085,cemas,tinggi,rendah,tidak,rendah
1086,menghindar,sedang,tinggi,iya,tinggi
1087,cemas,rendah,tinggi,iya,rendah
1088,menghindar,tinggi,tinggi,tidak,tinggi
1089,cemas,tinggi,tinggi,tidak,tinggi
1090,menghindar,tinggi,tinggi,tidak,tinggi
1091,aman,rendah,tinggi,tidak,rendah
1092,cemas,tinggi,tinggi,iya,rendah
1093,cemas,rendah,tinggi,tidak,tinggi
1094,aman,rendah,rendah,tidak,rendah
1095,menghindar,sedang,tinggi,tidak,rendah
1096,menghindar,rendah,tinggi,tidak,tinggi
1097,aman,sedang,tinggi,tidak,rendah
1098,aman,sedang,tinggi,iya,rendah
1099,aman,rendah,tinggi,tidak,tinggi
1100,menghindar,sedang,rendah,iya,tinggi
1101,cemas,tinggi,rendah,tidak,rendah
1102,aman,rendah,tinggi,iya,tinggi
1103,cemas,sedang,rendah,tidak,tinggi
1104,aman,sedang,tinggi,tidak,tinggi
1105,cemas,sedang,rendah,tidak,rendah
1106,aman,rendah,rendah,iya,tinggi
1107,aman,sedang,rendah,tidak,tinggi
1108,cemas,rendah,tinggi,tidak,tinggi
1109,aman,tinggi,tinggi,iya,rendah
1110,aman,sedang,rendah,tidak,rendah
1111,aman,sedang,rendah,tidak,tinggi
1112,aman,sedang,tinggi,tidak,tinggi
1113,aman,sedang,tinggi,tidak,tinggi
1114,menghindar,sedang,tinggi,tidak,tinggi
1115,menghindar,sedang,tinggi,tidak,tinggi
1116,menghindar,sedang,tinggi,iya,tinggi
1117,menghindar,rendah,tinggi,tidak,rendah
1118,aman,rendah,rendah,tidak,tinggi
1119,aman,sedang,tinggi,tidak,tinggi
1120,aman,tinggi,tinggi,tidak,tinggi
1121,menghindar,rendah,tinggi,tidak,tinggi
1122,cemas,rendah,rendah,iya,tinggi
1123,aman,rendah,tinggi,iya,tinggi
1124,aman,tinggi,tinggi,iya,rendah
1125,cemas,tinggi,tinggi,tidak,tinggi
1126,cemas,sedang,rendah,iya,tinggi
1127,menghindar,tinggi,rendah,iya,rendah
1128,aman,sedang,tinggi,tidak,tinggi
1129,menghindar,tinggi,tinggi,tidak,rendah
1130,aman,rendah,rendah,tidak,tinggi
1131,cemas,rendah,tinggi,tidak,tinggi
1132,menghindar,sedang,rendah,iya,tinggi
1133,menghindar,sedang,tinggi,tidak,tinggi
1134,aman,sedang,rendah,iya,tinggi
1135,aman,sedang,rendah,tidak,tinggi
1136,aman,sedang,rendah,tidak,rendah
1137,aman,rendah,rendah,tidak,tinggi
1138,cemas,rendah,rendah,iya,rendah
1139,menghindar,tinggi,tinggi,tidak,rendah
1140,aman,tinggi,tinggi,iya,rendah
1141,aman,tinggi,tinggi,tidak,rendah
1142,aman,sedang,rendah,tidak,tinggi
1143,menghindar,sedang,rendah,tidak,tinggi
1144,menghindar,sedang,tinggi,iya,rendah
1145,aman,rendah,tinggi,tidak,tinggi
1146,aman,rendah,rendah,tidak,rendah
1147,cemas,rendah,rendah,tidak,tinggi
1148,cemas,tinggi,tinggi,iya,tinggi
1149,aman,rendah,tinggi,tidak,rendah
1150,menghindar,tinggi,tinggi,tidak,tinggi
1151,menghindar,sedang,tinggi,tidak,tinggi
1152,cemas,sedang,tinggi,tidak,tinggi
1153,cemas,rendah,tinggi,iya,rendah
1154,aman,rendah,rendah,iya,tinggi
1155,cemas,tinggi,tinggi,tidak,tinggi
1156,aman,rendah,rendah,iya,rendah
1157,aman,rendah,tinggi,iya,rendah
1158,aman,rendah,tinggi,tidak,tinggi
1159,aman,rendah,tinggi,iya,rendah
1160,aman,rendah,tinggi,iya,rendah
1161,cemas,sedang,rendah,tidak,tinggi
1162,cemas,sedang,rendah,iya,tinggi
1163,cemas,sedang,tinggi,tidak,rendah
1164,aman,rendah,tinggi,tidak,rendah
1165,aman,tinggi,rendah,iya,tinggi
1166,menghindar,tinggi,tinggi,iya,rendah
1167,aman,rendah,rendah,iya,tinggi
1168,menghindar,sedang,tinggi,tidak,tinggi
1169,aman,rendah,rendah,iya,tinggi
1170,cemas,tinggi,tinggi,tidak,rendah
1171,aman,sedang,rendah,tidak,tinggi
1172,cemas,tinggi,tinggi,tidak,rendah
1173,menghindar,rendah,rendah,tidak,tinggi
1174,menghindar,sedang,rendah,tidak,tinggi
1175,menghindar,rendah,tinggi,tidak,rendah
1176,aman,sedang,tinggi,iya,tinggi
1177,cemas,sedang,rendah,iya,tinggi
1178,aman,rendah,rendah,iya,rendah
1179,cemas,sedang,tinggi,tidak,rendah
1180,aman,sedang,rendah,iya,rendah
1181,menghindar,tinggi,tinggi,iya,tinggi
1182,menghindar,rendah,tinggi,tidak,tinggi
1183,aman,tinggi,rendah,iya,tinggi
1184,aman,tinggi,tinggi,tidak,rendah
1185,aman,tinggi,tinggi,tidak,rendah
1186,cemas,tinggi,rendah,tidak,tinggi
1187,aman,tinggi,tinggi,iya,tinggi
1188,menghindar,sedang,tinggi,iya,tinggi
1189,cemas,rendah,tinggi,tidak,tinggi
1190,cemas,sedang,tinggi,tidak,tinggi
1191,cemas,sedang,rendah,iya,rendah
1192,aman,tinggi,rendah,iya,tinggi
1193,menghindar,sedang,rendah,tidak,tinggi
1194,cemas,rendah,rendah,tidak,rendah
1195,menghindar,sedang,rendah,iya,tinggi
1196,cemas,tinggi,tinggi,tidak,rendah
1197,cemas,rendah,rendah,tidak,tinggi
1198,aman,sedang,rendah,tidak,tinggi
1199,cemas,sedang,tinggi,iya,tinggi
1200,cemas,rendah,rendah,iya,tinggi
1201,cemas,rendah,rendah,tidak,tinggi
1202,cemas,sedang,rendah,tidak,tinggi
1203,aman,tinggi,rendah,tidak,rendah
1204,menghindar,rendah,tinggi,tidak,tinggi
1205,menghindar,sedang,tinggi,tidak,rendah
